,PLAYER_ID,NAME,POSITION,HEIGHT_CM,WEIGHT_KG,GP,GS,FGM_G,FGA_G,FG_PCT,FG3M_G,FG3A_G,FG3_PCT,FTM_G,FTA_G,FT_PCT,STL_G,BLK_G,TOV_G,PF_G,PTS_G,AST_G,REB_G,OREB_G,DREB_G,MIN_G
0,2544,LeBron James,Forward,205.74,113.3980925,71.05,70.95,9.980721290857753,19.7478496453301,0.5065999999999999,1.637255221126838,4.745610294946917,0.34445000000000003,5.603920609713539,7.6355475690003,0.7329,1.5122777087647434,0.7484123706535231,3.5019382669764574,1.8232887447449677,27.202618412555882,7.34304117044267,7.54661532370564,1.1596733213150485,6.386942002390592,37.830214671589886
1,2617,Udonis Haslem,Forward,200.66,106.59420695,43.95,25.05,2.3717260245549188,4.933577982877463,0.47155,0.044310408423311645,0.2436096500038075,0.06760000000000001,1.0374520424652116,1.374836553188654,0.7048,0.350599810302438,0.2165312350217758,0.6927181059998038,1.8948126370567873,5.825214499998361,0.6067827780210646,5.093397313439194,1.3175558435307186,3.775841469908476,18.870189846004255
2,2738,Andre Iguodala,Guard-Forward,198.12,97.52235955,64.78947368421052,41.26315789473684,3.6829061752938057,7.999843360838998,0.45994736842105266,0.8235300929259153,2.554521730572948,0.31521052631578944,1.987918634322596,2.82770235567401,0.6650526315789473,1.3248704831054892,0.5307297017532432,1.7005490171082223,1.7065688547460482,10.177261077836123,3.9958711710305947,4.643953392413112,0.8609770702344851,3.7829763221786266,30.091291314118482
3,101108,Chris Paul,Guard,182.88,79.37866475,67.44444444444444,67.44444444444444,6.310946868452773,13.392480991766657,0.4701666666666666,1.3787980902812202,3.727097394298536,0.3666111111111111,3.8480665166103987,4.426536741810476,0.8715555555555556,2.07865597834206,0.16483001097314443,2.372486063842641,2.4067744052212348,17.84875834379717,9.442347371971353,4.48756490697625,0.6041721690445057,3.883392737931745,34.3549794007906
4,200752,Rudy Gay,Forward-Guard,203.2,113.3980925,60.38095238095238,44.095238095238095,6.1034767626022175,13.714946281958717,0.44333333333333336,1.0665691369545165,3.0971308588475104,0.34223809523809523,2.9364502579708422,3.646341486235584,0.8053809523809524,1.1592725545292986,0.7285409627446228,2.149291970805431,2.2687459207897214,16.209972920129793,2.163346373588832,5.726122611358668,1.3043433071737456,4.421779304184922,31.340741233093507
5,200768,Kyle Lowry,Guard,182.88,88.90410452,60.78947368421053,44.8421052631579,4.33361263247361,10.218552606778108,0.4218421052631579,1.724239704901837,4.723606813955624,0.3435263157894737,3.162045706282657,3.8533457293849893,0.8221578947368421,1.258663196424002,0.28537935147291765,2.2290083434294106,2.638705631110736,13.553510676131715,5.903743091983332,4.150419962968705,0.7577738111339815,3.392646151834723,30.320826570520854
6,200782,P.J. Tucker,Forward,195.58,111.13013065000001,61.5625,44.375,2.1865682525478047,5.202409771843134,0.4205625,0.9125026155429365,2.509781177137933,0.3393125,0.738724617445615,0.9947044037471331,0.73375,1.016470290019589,0.2814257729392585,0.8557884329258129,2.3327447976838753,6.024363738084162,1.2869219634990567,5.05885372186178,1.3489801027205761,3.709873619141204,26.781235868403936
7,201142,Kevin Durant,Forward,208.28,108.8621688,60.76470588235294,60.588235294117645,9.406008390714492,18.440553454931084,0.5109411764705882,1.9870515984349524,5.001470696179118,0.39447058823529413,6.507196384419571,7.3479561130790065,0.8842941176470588,0.974996788024252,1.1613083187484023,3.1381355502730806,1.882217095930157,27.306264764283508,4.4277048998338255,7.000914055756502,0.6198100418554597,6.381104013901043,36.173480336351716
8,201143,Al Horford,Center-Forward,205.74,108.8621688,63.3125,62.6875,5.627819254994485,10.958616981530055,0.511125,0.761825667781981,2.0389157422763673,0.35362499999999997,1.5113509772151692,2.0055211125206567,0.762625,0.7955928774051061,1.180066101098481,1.458279960681227,2.1547829944188606,13.52881515498612,3.2369041319779566,7.912737178441807,1.9497259666972266,5.963011211744581,31.885476527815296
9,201144,Mike Conley,Guard,185.42000000000002,79.37866475,60.666666666666664,58.55555555555556,5.043885430187386,11.61900754011106,0.43405555555555553,1.6841601958090735,4.443592001991712,0.37705555555555553,2.7418347312512954,3.33513448759272,0.8175555555555555,1.3266918855382324,0.20394906533645588,1.8652515690618492,1.9815128710656111,14.51376578743514,5.686819208168062,2.931676292906486,0.46887581708248965,2.462800475823996,31.47143541149026
10,201145,Jeff Green,Forward,203.2,106.59420695,60.34782608695652,35.52173913043478,4.444059724834079,9.897986234530418,0.4528695652173913,1.0233743339252006,3.0754799109196775,0.328,2.32121644282243,2.898914424676947,0.7984782608695652,0.6555213217337589,0.4876938036512972,1.2764302851155873,2.1398649662915106,12.23271022641579,1.4885384993620705,4.020634292586574,0.8111907463622122,3.209443546224362,27.849069547363836
11,201152,Thaddeus Young,Forward,203.2,106.59420695,63.35,39.45,5.031754066063188,10.070758533157885,0.50585,0.44562080151374434,1.3430689919760852,0.2897,1.1790504004765967,1.8151066429843539,0.6294,1.3587050127025493,0.38105127240980385,1.3810882961066329,2.0668398036014723,11.688179334116718,1.8675228752714166,5.449337438979073,1.8867575298842332,3.56257990909484,27.20592041913475
12,201565,Derrick Rose,Guard,190.5,90.718474,43.0,28.944444444444443,5.912785751023769,13.255466190415127,0.44377777777777777,0.8390574390962463,2.603538415812381,0.3013888888888889,2.5467770471126956,3.0287288262703567,0.8596111111111111,0.6968537028613281,0.3052601098822504,2.140460067725182,1.0862735693863146,15.21140598825648,4.370563575127164,2.7587520220540376,0.6649477862672307,2.0938042357868065,26.983510511567427
